Date,Energy (kWh),Reactive energy (kVArh),Power (kW),Maximeter (kW),Reactive power (kVAr),Voltage (V),Intensity (A),Power factor (φ)
31 Aug 2019 06:00:00,3.310,0.190,13.624,13.861,-16.247,247.970,113.883,0.514
31 Aug 2019 06:15:00,3.400,0.200,13.693,13.765,-18.245,246.590,110.094,0.054
31 Aug 2019 06:30:00,3.289,0.210,13.473,13.755,-18.206,248.920,111.950,0.506
31 Aug 2019 06:45:00,3.410,0.200,13.362,13.519,-18.456,246.900,113.217,0.037
31 Aug 2019 07:00:00,3.390,0.200,13.720,13.868,-15.619,248.750,110.293,0.516
31 Aug 2019 07:15:00,3.200,0.100,12.554,13.760,-18.213,246.920,102.308,0.055
31 Aug 2019 07:30:00,2.800,0.000,10.801,12.321,-13.646,247.840,78.333,0.652
31 Aug 2019 07:45:00,2.500,0.000,10.044,10.185,-8.094,244.740,64.539,0.162
31 Aug 2019 08:00:00,2.101,0.100,7.531,10.162,-6.299,247.220,47.099,0.716
31 Aug 2019 08:15:00,0.699,0.500,2.469,2.511,1.755,186.430,13.399,0.954
31 Aug 2019 08:30:00,0.601,0.400,2.543,2.558,1.730,246.350,13.252,0.732
31 Aug 2019 08:45:00,0.599,0.399,2.519,2.545,1.724,185.914,13.425,0.957
31 Aug 2019 09:00:00,0.601,0.500,2.577,2.588,1.792,246.320,13.680,0.732
31 Aug 2019 09:15:00,0.699,0.400,2.513,2.535,1.746,186.112,13.539,0.956
31 Aug 2019 09:30:00,0.601,0.401,2.595,2.637,1.760,245.760,13.639,0.733
31 Aug 2019 09:45:00,0.599,0.500,2.488,2.519,1.727,186.162,13.465,0.955
31 Aug 2019 10:00:00,0.901,0.300,4.950,9.904,-2.185,245.220,29.911,0.726
31 Aug 2019 10:15:00,0.300,0.000,1.161,1.195,-1.936,185.508,9.919,0.878
31 Aug 2019 10:30:00,0.299,0.000,1.148,1.177,-1.810,245.920,9.246,0.695
31 Aug 2019 10:45:00,0.401,0.200,1.570,2.432,-0.550,186.135,10.885,0.905
31 Aug 2019 11:00:00,0.899,0.599,3.667,4.478,2.597,245.710,19.758,0.731
31 Aug 2019 11:15:00,1.000,0.701,4.067,4.089,2.902,186.438,22.231,0.953
31 Aug 2019 11:30:00,1.200,0.700,6.100,9.857,-1.619,245.970,37.059,0.725
31 Aug 2019 11:45:00,2.401,0.000,9.862,9.906,-6.121,185.565,64.606,0.962
31 Aug 2019 12:00:00,2.500,0.000,9.782,9.830,-8.604,246.510,64.632,0.724
31 Aug 2019 12:15:00,2.399,0.000,9.792,9.832,-10.228,185.832,62.306,0.922
31 Aug 2019 12:30:00,2.500,0.000,9.724,9.861,-10.245,246.730,61.959,0.715
31 Aug 2019 12:45:00,2.401,0.000,9.827,10.022,-10.393,185.580,63.019,0.922
31 Aug 2019 13:00:00,2.400,0.000,9.846,9.952,-10.449,247.650,62.719,0.710
31 Aug 2019 13:15:00,2.500,0.000,9.768,9.799,-7.997,185.347,62.806,0.943
31 Aug 2019 13:30:00,2.399,0.100,9.800,9.873,-10.537,248.210,63.145,0.710
31 Aug 2019 13:45:00,2.500,0.000,9.897,9.961,-5.670,184.901,63.013,0.966
31 Aug 2019 14:00:00,2.401,0.000,9.897,9.908,-10.603,248.740,63.679,0.710
31 Aug 2019 14:15:00,2.500,0.000,9.829,9.910,-8.334,187.351,64.205,0.941
31 Aug 2019 14:30:00,2.500,0.000,9.877,9.977,-8.231,248.770,64.546,0.721
31 Aug 2019 14:45:00,2.500,0.000,9.904,9.953,-8.406,187.645,64.178,0.941
31 Aug 2019 15:00:00,2.399,0.000,9.928,10.057,-10.684,248.580,64.185,0.710
31 Aug 2019 15:15:00,2.500,0.000,9.876,9.939,-10.924,187.801,64.639,0.918
31 Aug 2019 15:30:00,2.200,0.099,7.464,9.961,-6.447,248.620,47.712,0.713
31 Aug 2019 15:45:00,0.601,0.500,2.470,2.548,2.017,187.348,14.046,0.943
31 Aug 2019 16:00:00,0.600,0.500,2.574,2.626,2.031,187.503,14.326,0.946
31 Aug 2019 16:15:00,0.700,0.500,2.557,2.594,2.039,188.022,14.311,0.945
31 Aug 2019 16:30:00,0.599,0.600,2.575,2.609,2.113,247.530,14.452,0.726
31 Aug 2019 16:45:00,0.601,0.500,2.529,2.534,2.026,187.688,14.224,0.944
31 Aug 2019 17:00:00,0.799,0.400,2.653,2.704,1.910,247.850,14.172,0.731
31 Aug 2019 17:15:00,0.601,0.500,2.519,2.575,1.976,186.424,14.206,0.947
31 Aug 2019 17:30:00,0.899,0.801,5.528,11.447,4.840,247.980,32.212,0.721
31 Aug 2019 17:45:00,0.801,0.600,2.711,2.725,2.011,186.304,14.892,0.951
31 Aug 2019 18:00:00,0.600,0.400,2.194,2.738,0.611,248.340,12.925,0.714
31 Aug 2019 18:15:00,0.400,0.100,1.604,2.457,-0.652,186.686,11.559,0.897
31 Aug 2019 18:30:00,0.800,0.699,3.184,4.436,2.439,249.170,17.425,0.723
31 Aug 2019 18:45:00,0.599,0.500,2.581,2.610,1.954,186.231,14.253,0.950
31 Aug 2019 19:00:00,0.901,0.400,4.982,9.730,-2.214,248.790,29.913,0.722
31 Aug 2019 19:15:00,2.399,0.000,9.666,9.723,-8.117,186.361,62.885,0.942
31 Aug 2019 19:30:00,2.401,0.000,9.712,9.717,-10.524,249.180,62.866,0.710
31 Aug 2019 19:45:00,2.400,0.000,9.725,9.738,-5.845,186.574,63.572,0.941
31 Aug 2019 20:00:00,2.500,0.000,9.786,9.814,-5.950,249.230,64.418,0.731
31 Aug 2019 20:15:00,2.489,0.000,10.476,11.963,-11.423,186.582,76.999,0.812
31 Aug 2019 20:30:00,3.210,0.300,12.861,13.657,-16.230,249.350,107.473,0.518
31 Aug 2019 20:45:00,3.301,0.200,13.290,13.444,-12.595,185.895,106.444,0.566
31 Aug 2019 21:00:00,3.390,0.100,13.499,13.599,-18.066,249.000,108.561,0.513
31 Aug 2019 21:15:00,3.309,0.200,13.434,13.680,-13.479,187.477,110.007,0.563
31 Aug 2019 21:30:00,3.390,0.200,13.698,13.774,-19.189,248.530,113.599,0.509
31 Aug 2019 21:45:00,3.520,0.190,13.558,13.794,-14.202,247.000,114.032,0.070
31 Aug 2019 22:00:00,3.301,0.200,13.609,13.746,-10.959,247.280,110.019,0.066
31 Aug 2019 22:15:00,3.390,0.210,13.476,13.638,-17.935,185.425,109.113,0.517
31 Aug 2019 22:30:00,3.410,0.200,13.602,13.729,-15.944,247.610,110.223,0.044
31 Aug 2019 22:45:00,3.290,0.200,13.397,13.589,-16.225,186.670,112.705,0.532
31 Aug 2019 23:00:00,3.210,0.291,11.115,13.834,-11.640,247.460,95.179,0.055
31 Aug 2019 23:15:00,1.499,0.710,6.082,6.199,-4.493,186.342,58.333,0.536
31 Aug 2019 23:30:00,1.501,0.700,6.082,6.203,-4.093,247.830,56.185,0.527
31 Aug 2019 23:45:00,1.589,0.790,6.237,6.391,-5.813,186.884,66.137,0.523
1 Sep 2019 00:00:00,1.610,0.799,6.758,7.945,-4.884,247.970,60.899,0.521
1 Sep 2019 00:15:00,1.900,0.911,7.689,7.821,-4.546,246.420,69.097,0.071
1 Sep 2019 00:30:00,1.890,0.900,7.284,7.912,-5.700,247.680,70.665,0.523
1 Sep 2019 00:45:00,1.511,0.700,6.137,6.228,-5.060,246.010,59.799,0.045
1 Sep 2019 01:00:00,1.690,0.690,8.632,13.757,-4.180,247.820,74.192,0.533
1 Sep 2019 01:15:00,1.309,0.299,4.839,4.995,-9.895,246.520,56.403,0.015
1 Sep 2019 01:30:00,1.201,0.210,4.840,4.979,-9.300,248.190,54.804,0.483
1 Sep 2019 01:45:00,1.289,0.190,5.192,6.147,-7.968,246.740,56.587,0.011
1 Sep 2019 02:00:00,1.811,0.901,6.754,8.158,-3.945,248.150,60.918,0.514
1 Sep 2019 02:15:00,1.489,0.909,6.200,6.386,-4.754,186.761,59.898,0.531
1 Sep 2019 02:30:00,1.611,0.800,8.479,13.042,-7.406,247.820,76.107,0.519
1 Sep 2019 02:45:00,3.400,0.501,13.565,13.898,-18.933,246.100,112.638,0.038
1 Sep 2019 03:00:00,3.290,0.290,13.401,13.573,-18.127,247.960,108.999,0.507
1 Sep 2019 03:15:00,3.399,0.200,13.444,13.518,-18.787,246.280,112.800,0.040
1 Sep 2019 03:30:00,3.390,0.210,13.422,13.551,-17.808,247.530,109.691,0.513
1 Sep 2019 03:45:00,3.311,0.200,13.395,13.523,-18.442,246.540,111.379,0.040
1 Sep 2019 04:00:00,3.400,0.200,13.578,13.715,-16.154,247.950,111.923,0.524
1 Sep 2019 04:15:00,3.289,0.190,13.571,13.724,-18.724,246.290,111.125,0.050
1 Sep 2019 04:30:00,3.410,0.200,13.629,13.804,-18.720,248.500,112.252,0.506
1 Sep 2019 04:45:00,3.390,0.110,13.528,13.709,-17.534,246.510,107.625,0.036
1 Sep 2019 05:00:00,3.410,0.190,13.462,13.573,-17.928,248.180,110.065,0.507
1 Sep 2019 05:15:00,3.301,0.200,13.444,13.608,-17.928,246.500,110.316,0.038
1 Sep 2019 05:30:00,3.390,0.210,13.688,13.804,-19.382,248.090,114.453,0.508
1 Sep 2019 05:45:00,3.410,0.200,13.395,13.477,-14.889,246.200,107.710,0.057
1 Sep 2019 06:00:00,3.390,0.200,13.478,13.685,-17.280,248.210,108.772,0.513
1 Sep 2019 06:15:00,3.310,0.190,13.764,13.921,-18.427,246.550,111.958,0.040
1 Sep 2019 06:30:00,3.500,0.700,11.641,13.805,-13.951,248.040,99.129,0.515
1 Sep 2019 06:45:00,1.910,0.909,7.641,7.721,-5.032,246.450,70.214,0.044
1 Sep 2019 07:00:00,1.790,0.901,7.274,7.914,-5.324,248.440,66.225,0.527
1 Sep 2019 07:15:00,1.300,0.490,4.988,6.255,-5.573,246.390,51.492,0.081
1 Sep 2019 07:30:00,1.000,0.500,3.239,4.679,-0.670,248.080,26.781,0.663
1 Sep 2019 07:45:00,0.599,0.500,2.489,2.523,2.096,246.640,14.365,0.246
1 Sep 2019 08:00:00,0.601,0.500,2.507,2.526,2.040,248.020,14.138,0.727
1 Sep 2019 08:15:00,0.600,0.500,2.493,2.543,1.957,186.149,14.018,0.947
1 Sep 2019 08:30:00,0.700,0.500,4.721,9.034,-1.984,247.950,28.105,0.727
1 Sep 2019 08:45:00,0.599,0.000,1.156,1.166,-1.903,185.748,9.766,0.880
1 Sep 2019 09:00:00,0.300,0.000,1.204,1.219,-1.899,247.930,9.779,0.695
1 Sep 2019 09:15:00,0.301,0.000,1.590,2.434,-0.577,186.586,11.006,0.904
1 Sep 2019 09:30:00,0.800,0.600,4.051,4.722,2.666,247.470,20.232,0.961
1 Sep 2019 09:45:00,0.700,0.500,2.575,2.629,1.735,186.174,13.813,0.957
1 Sep 2019 10:00:00,0.700,0.400,2.836,2.858,1.732,246.250,13.453,0.962
1 Sep 2019 10:15:00,2.299,0.100,9.686,9.807,-5.297,185.511,60.033,0.967
1 Sep 2019 10:30:00,2.401,0.000,9.887,10.018,-5.437,245.260,60.832,0.968
1 Sep 2019 10:45:00,2.500,0.000,9.720,9.738,-10.568,185.356,63.671,0.920
1 Sep 2019 11:00:00,2.399,0.000,10.117,10.223,-8.449,245.170,63.912,0.955
1 Sep 2019 11:15:00,2.401,0.000,9.756,9.782,-10.604,185.817,63.986,0.919
1 Sep 2019 11:30:00,2.500,0.000,10.105,10.216,-8.167,246.000,63.566,0.956
1 Sep 2019 11:45:00,2.400,0.000,9.828,9.970,-10.451,184.991,63.792,0.922
1 Sep 2019 12:00:00,2.500,0.000,10.158,10.225,-10.609,246.430,64.173,0.945
1 Sep 2019 12:15:00,2.399,0.000,9.830,9.851,-5.740,185.273,64.372,0.964
1 Sep 2019 12:30:00,2.500,0.000,10.188,10.211,-8.411,246.160,65.313,0.955
1 Sep 2019 12:45:00,2.500,0.000,9.789,9.844,-3.467,186.033,64.753,0.964
1 Sep 2019 13:00:00,2.600,0.600,10.689,11.735,-3.541,247.180,65.779,0.948
1 Sep 2019 13:15:00,2.901,2.599,11.353,11.450,10.594,186.725,69.126,0.932
1 Sep 2019 13:30:00,2.700,2.100,11.105,11.671,3.442,247.070,67.845,0.948
1 Sep 2019 13:45:00,2.500,0.000,9.899,9.948,-10.803,186.141,65.152,0.919
1 Sep 2019 14:00:00,2.500,0.000,10.262,10.379,-10.814,247.790,65.086,0.944
1 Sep 2019 14:15:00,0.699,0.500,2.520,2.569,2.013,186.515,14.279,0.945
1 Sep 2019 14:30:00,0.601,0.500,2.927,2.955,1.978,248.590,14.419,0.959
1 Sep 2019 14:45:00,0.700,0.500,2.597,2.642,1.924,186.594,14.399,0.952
1 Sep 2019 15:00:00,0.600,0.500,2.836,2.890,1.871,249.470,13.806,0.960
1 Sep 2019 15:15:00,0.599,0.500,2.532,2.563,1.955,187.097,14.145,0.948
1 Sep 2019 15:30:00,0.700,0.500,2.926,2.950,1.999,248.720,14.486,0.959
1 Sep 2019 15:45:00,0.601,0.500,2.585,2.606,1.992,187.259,14.492,0.948
1 Sep 2019 16:00:00,0.700,0.600,2.859,2.958,2.018,248.680,14.272,0.958
1 Sep 2019 16:15:00,0.700,0.000,1.191,1.206,-2.028,187.705,10.498,0.878
1 Sep 2019 16:30:00,0.300,0.000,1.566,1.578,-2.129,249.490,10.664,0.922
1 Sep 2019 16:45:00,0.400,0.000,1.619,2.443,-0.745,186.817,11.792,0.896
1 Sep 2019 17:00:00,0.699,0.701,4.115,4.760,2.869,249.620,20.853,0.959
1 Sep 2019 17:15:00,0.801,0.500,2.571,2.582,1.959,186.727,14.126,0.949
1 Sep 2019 17:30:00,0.600,0.500,2.923,2.967,1.973,249.400,14.219,0.959
1 Sep 2019 17:45:00,2.099,0.100,9.781,9.859,-10.479,186.197,62.960,0.921
1 Sep 2019 18:00:00,2.401,0.000,10.060,10.071,-10.434,249.350,62.532,0.945
1 Sep 2019 18:15:00,2.500,0.000,9.706,9.736,-8.051,187.229,62.652,0.942
1 Sep 2019 18:30:00,2.500,0.000,10.054,10.132,-10.459,249.770,62.952,0.945
1 Sep 2019 18:45:00,2.399,0.000,9.770,9.789,-10.638,187.855,63.520,0.919
1 Sep 2019 19:00:00,2.500,0.000,10.168,10.222,-10.198,249.800,62.360,0.947
1 Sep 2019 19:15:00,2.401,0.000,9.782,9.825,-10.575,187.421,63.738,0.920
1 Sep 2019 19:30:00,2.500,0.000,10.197,10.207,-8.323,249.720,64.133,0.956
1 Sep 2019 19:45:00,2.399,0.000,9.932,9.986,-8.212,186.117,64.346,0.943
1 Sep 2019 20:00:00,2.500,0.000,10.248,10.347,-10.747,249.500,64.965,0.945
1 Sep 2019 20:15:00,2.700,0.000,11.105,11.810,-10.786,187.395,87.125,0.689
1 Sep 2019 20:30:00,3.190,0.210,13.340,14.055,-13.734,249.390,105.515,0.768
1 Sep 2019 20:45:00,3.410,0.090,13.570,13.633,-16.088,187.164,108.035,0.538
1 Sep 2019 21:00:00,3.400,0.200,13.795,13.929,-14.575,248.860,105.980,0.760
1 Sep 2019 21:15:00,3.201,0.210,13.456,13.572,-15.234,185.204,110.741,0.540
1 Sep 2019 21:30:00,2.000,0.200,14.019,14.074,-19.214,248.850,115.703,0.738
1 Sep 2019 21:45:00,0.910,0.200,3.629,3.801,-7.711,246.120,46.399,0.067
1 Sep 2019 22:00:00,4.099,1.289,6.570,6.711,-3.939,247.380,56.202,0.153
1 Sep 2019 22:15:00,1.590,0.800,6.297,6.482,-4.374,186.675,59.531,0.541
1 Sep 2019 22:30:00,1.511,0.811,6.690,6.783,-4.253,246.375,59.789,0.037
1 Sep 2019 22:45:00,1.589,0.800,6.355,6.519,-4.853,187.159,63.696,0.537
1 Sep 2019 23:00:00,1.610,0.800,6.303,6.459,-4.950,243.770,60.788,-0.057
1 Sep 2019 23:15:00,1.601,0.789,6.228,6.295,-4.392,187.707,58.884,0.532
1 Sep 2019 23:30:00,1.489,0.800,6.568,6.706,-4.322,244.430,57.608,0.067
1 Sep 2019 23:45:00,1.610,0.311,7.694,13.568,-12.210,185.966,74.205,0.487
2 Sep 2019 00:00:00,1.190,0.090,4.828,4.945,-8.045,242.690,50.219,-0.066
2 Sep 2019 00:15:00,1.311,0.200,4.892,5.031,-9.950,187.290,59.374,0.459
2 Sep 2019 00:30:00,1.700,0.810,6.990,8.420,-4.338,243.055,62.443,0.068
2 Sep 2019 00:45:00,1.680,0.800,6.132,6.181,-4.710,186.510,59.394,0.545
2 Sep 2019 01:00:00,1.609,0.700,6.567,6.675,-5.557,242.360,59.167,0.070
2 Sep 2019 01:15:00,2.791,0.289,13.064,13.634,-17.372,186.863,106.620,0.516
2 Sep 2019 01:30:00,3.310,0.200,13.782,13.957,-18.256,242.090,110.245,0.076
2 Sep 2019 01:45:00,3.400,0.210,13.574,13.738,-17.860,187.579,108.931,0.523
2 Sep 2019 02:00:00,3.289,0.200,13.758,13.848,-17.248,241.970,104.742,0.064
2 Sep 2019 02:15:00,3.410,0.200,13.460,13.570,-18.181,187.389,109.852,0.512
2 Sep 2019 02:30:00,3.291,0.190,13.837,13.978,-17.943,242.355,105.758,0.046
2 Sep 2019 02:45:00,3.410,0.200,13.461,13.735,-18.097,186.888,111.419,0.505
2 Sep 2019 03:00:00,3.500,0.210,13.908,14.080,-18.162,242.045,109.190,0.047
2 Sep 2019 03:15:00,3.390,0.200,13.413,13.529,-17.369,187.339,108.754,0.524
2 Sep 2019 03:30:00,3.309,0.200,13.997,14.130,-18.151,241.450,110.532,0.061
2 Sep 2019 03:45:00,3.390,0.190,13.505,13.670,-17.732,187.309,108.085,0.522
2 Sep 2019 04:00:00,3.410,0.110,14.061,14.297,-18.433,241.065,112.086,0.075
2 Sep 2019 04:15:00,3.400,0.300,13.601,13.733,-17.696,186.603,109.614,0.512
2 Sep 2019 04:30:00,3.390,0.200,13.525,13.646,-17.053,241.945,105.728,-0.037
2 Sep 2019 04:45:00,3.511,0.200,13.621,13.773,-18.110,185.708,110.597,0.512
2 Sep 2019 05:00:00,3.390,0.290,13.487,13.656,-16.963,241.430,105.165,-0.052
2 Sep 2019 05:15:00,2.009,0.501,6.042,6.277,-5.786,186.691,61.149,0.539
2 Sep 2019 05:30:00,1.501,0.710,6.126,6.245,-4.855,241.555,57.622,-0.042
2 Sep 2019 05:45:00,1.589,0.600,6.022,6.216,-4.817,186.541,55.906,0.556
2 Sep 2019 06:00:00,1.511,0.700,5.979,6.170,-4.882,240.690,57.502,-0.016
2 Sep 2019 06:15:00,1.489,0.589,5.917,5.977,-4.608,185.302,56.595,0.552
2 Sep 2019 06:30:00,1.411,0.700,6.139,6.304,-6.196,241.570,63.466,-0.042
2 Sep 2019 06:45:00,1.490,0.610,6.131,6.204,-6.288,185.399,61.342,0.542
2 Sep 2019 07:00:00,1.509,0.601,6.044,6.176,-6.472,241.890,62.432,-0.053
2 Sep 2019 07:15:00,1.611,0.289,6.347,12.877,-10.464,186.631,66.160,0.524
2 Sep 2019 07:30:00,0.600,0.000,2.564,3.332,-7.883,242.855,37.153,-0.026
2 Sep 2019 07:45:00,0.200,0.000,1.110,1.121,-1.749,185.822,9.099,0.883
2 Sep 2019 08:00:00,0.600,0.400,3.064,4.285,2.414,244.310,17.126,0.727
2 Sep 2019 08:15:00,0.799,0.600,3.075,4.176,2.329,184.273,16.951,0.949
2 Sep 2019 08:30:00,0.701,0.500,2.568,2.625,1.908,242.880,13.731,0.735
2 Sep 2019 08:45:00,1.599,0.201,7.351,9.919,-1.234,184.752,42.612,0.975
2 Sep 2019 09:00:00,2.500,0.000,10.054,10.142,-3.064,242.770,57.253,0.740
2 Sep 2019 09:15:00,2.401,0.000,9.931,9.969,-9.258,183.267,59.872,0.932
2 Sep 2019 09:30:00,2.500,0.000,10.469,10.551,-8.775,243.610,58.385,0.954
2 Sep 2019 09:45:00,2.500,0.000,9.940,10.149,-8.770,182.941,59.345,0.938
2 Sep 2019 10:00:00,2.600,0.000,10.532,10.573,-8.602,243.940,58.879,0.955
2 Sep 2019 10:15:00,2.599,0.000,10.181,10.323,-8.178,184.670,57.167,0.944
2 Sep 2019 10:30:00,2.500,0.000,10.639,10.763,-8.536,244.770,58.619,0.956
2 Sep 2019 10:45:00,1.000,0.400,2.472,2.515,2.004,183.242,14.085,0.944
2 Sep 2019 11:00:00,0.601,0.600,2.828,2.853,2.040,245.470,14.092,0.956
2 Sep 2019 11:15:00,0.700,0.500,2.469,2.493,2.090,182.874,14.232,0.940
2 Sep 2019 11:30:00,0.600,0.500,2.955,2.983,2.140,247.420,14.872,0.957
2 Sep 2019 11:45:00,1.500,0.199,7.363,9.801,-4.921,182.683,42.905,0.942
2 Sep 2019 12:00:00,2.400,0.000,9.980,10.019,-8.114,247.130,55.039,0.955
2 Sep 2019 12:15:00,2.399,0.000,9.693,9.881,-8.466,182.739,56.946,0.938
2 Sep 2019 12:30:00,2.500,0.000,10.048,10.274,-8.346,248.190,56.652,0.955
2 Sep 2019 12:45:00,2.401,0.000,9.642,9.782,-8.151,182.620,56.152,0.940
2 Sep 2019 13:00:00,2.499,0.000,10.127,10.230,-8.442,247.690,57.126,0.955
2 Sep 2019 13:15:00,2.500,0.000,9.882,9.924,-8.713,184.063,57.499,0.937
2 Sep 2019 13:30:00,2.401,0.000,10.178,10.207,-8.661,248.660,57.379,0.954
2 Sep 2019 13:45:00,1.900,0.201,7.360,9.853,-4.985,184.974,43.266,0.940
2 Sep 2019 14:00:00,0.699,0.600,3.156,3.696,2.446,249.030,16.319,0.954
2 Sep 2019 14:15:00,0.901,0.699,3.375,3.457,3.070,184.825,20.218,0.935
2 Sep 2019 14:30:00,0.799,0.801,3.715,3.753,3.065,249.280,19.840,0.952
2 Sep 2019 14:45:00,0.800,0.799,3.354,3.459,3.117,184.418,20.045,0.933
2 Sep 2019 15:00:00,0.801,0.701,3.460,3.683,2.813,249.120,18.372,0.953
2 Sep 2019 15:15:00,0.699,0.600,2.621,2.633,2.137,184.113,14.732,0.944
2 Sep 2019 15:30:00,0.700,0.500,2.999,3.092,2.328,249.060,15.586,0.954
2 Sep 2019 15:45:00,0.500,0.400,2.179,2.682,0.866,185.457,14.139,0.914
2 Sep 2019 16:00:00,0.400,0.000,1.506,1.591,-2.323,249.240,11.545,0.916
2 Sep 2019 16:15:00,0.301,0.000,1.124,1.163,-2.153,184.930,10.672,0.866
2 Sep 2019 16:30:00,0.699,0.500,3.112,4.818,1.170,249.540,16.827,0.946
2 Sep 2019 16:45:00,0.700,0.500,2.597,2.669,1.919,186.621,14.266,0.951
2 Sep 2019 17:00:00,0.601,0.500,4.166,6.636,1.962,249.870,22.699,0.966
2 Sep 2019 17:15:00,2.500,0.000,10.014,10.041,-9.330,185.447,60.112,0.933
2 Sep 2019 17:30:00,2.500,0.000,10.271,10.294,-5.285,247.630,60.131,0.960
2 Sep 2019 17:45:00,2.399,0.000,9.902,9.931,-9.625,185.158,60.945,0.929
2 Sep 2019 18:00:00,2.500,0.000,10.374,10.419,-3.109,246.960,60.779,0.979
2 Sep 2019 18:15:00,2.500,0.100,9.970,10.088,-5.344,186.021,59.973,0.968
2 Sep 2019 18:30:00,2.600,0.100,10.367,10.446,-9.738,246.790,61.219,0.950
2 Sep 2019 18:45:00,2.500,0.000,9.890,9.929,-5.404,186.312,61.033,0.967
2 Sep 2019 19:00:00,2.601,0.500,10.890,11.946,-1.148,247.150,62.846,0.962
2 Sep 2019 19:15:00,2.899,2.400,11.460,11.557,9.700,186.975,66.325,0.942
2 Sep 2019 19:30:00,2.800,1.900,11.378,11.938,3.310,247.310,64.825,0.953
2 Sep 2019 19:45:00,2.500,0.000,9.953,9.993,-9.962,186.620,61.666,0.927
2 Sep 2019 20:00:00,2.500,0.000,10.389,10.460,-5.498,247.200,61.125,0.969
2 Sep 2019 20:15:00,2.700,0.000,11.399,12.151,-10.572,187.454,85.495,0.713
2 Sep 2019 20:30:00,3.300,0.210,13.773,14.317,-12.730,246.970,109.642,0.743
2 Sep 2019 20:45:00,3.490,0.300,13.611,13.719,-18.114,185.319,112.717,0.511
2 Sep 2019 21:00:00,3.410,0.200,11.648,14.480,-9.076,245.670,90.215,0.771
2 Sep 2019 21:15:00,1.501,0.500,6.185,6.386,-5.894,186.872,61.997,0.540
2 Sep 2019 21:30:00,1.690,0.700,6.620,6.795,-6.511,245.720,64.300,0.758
2 Sep 2019 21:45:00,1.510,0.599,6.236,6.339,-6.857,243.840,64.637,-0.057
2 Sep 2019 22:00:00,1.590,0.690,6.572,6.740,-6.064,243.815,60.798,0.055
2 Sep 2019 22:15:00,1.599,0.600,6.196,6.323,-6.378,186.090,61.469,0.545
2 Sep 2019 22:30:00,1.501,0.710,6.572,6.676,-6.232,244.365,62.417,0.068
2 Sep 2019 22:45:00,1.589,0.601,6.188,6.319,-6.040,188.170,59.258,0.548
2 Sep 2019 23:00:00,1.511,0.600,7.760,10.241,-6.363,243.410,62.591,0.061
2 Sep 2019 23:15:00,1.590,0.190,4.851,5.000,-9.977,187.479,59.550,0.474
2 Sep 2019 23:30:00,1.210,0.200,5.169,5.317,-9.543,243.135,59.380,0.037
2 Sep 2019 23:45:00,1.200,0.210,5.270,6.193,-9.259,186.844,61.854,0.497
3 Sep 2019 00:00:00,1.689,0.789,7.687,8.509,-3.397,242.795,60.930,0.073
3 Sep 2019 00:15:00,1.611,0.601,6.141,6.222,-4.706,186.504,55.691,0.565
3 Sep 2019 00:30:00,1.699,0.710,6.505,6.752,-5.569,242.700,58.449,0.071
3 Sep 2019 00:45:00,3.311,0.200,13.539,13.758,-18.093,186.193,111.682,0.514
3 Sep 2019 01:00:00,3.400,0.200,13.806,13.987,-13.892,241.605,101.412,0.058
3 Sep 2019 01:15:00,3.290,0.190,13.350,13.526,-16.566,185.322,105.182,0.530
3 Sep 2019 01:30:00,3.510,0.799,14.468,15.575,-11.333,241.275,112.370,0.079
3 Sep 2019 01:45:00,3.689,2.611,15.230,15.361,1.735,185.738,116.089,0.527
3 Sep 2019 02:00:00,3.710,2.100,15.003,15.627,-4.005,241.945,110.620,0.081
3 Sep 2019 02:15:00,3.490,0.090,13.726,13.949,-17.709,186.178,109.728,0.520
3 Sep 2019 02:30:00,3.390,0.210,13.969,14.160,-17.199,241.790,108.294,0.063
3 Sep 2019 02:45:00,3.410,0.200,13.684,13.868,-17.948,186.080,111.315,0.520
3 Sep 2019 03:00:00,3.490,0.200,14.175,14.295,-18.094,242.175,111.159,0.063
3 Sep 2019 03:15:00,3.410,0.290,13.669,13.869,-15.565,186.301,109.594,0.537
3 Sep 2019 03:30:00,3.400,0.200,14.156,14.205,-18.731,242.100,113.671,0.061
3 Sep 2019 03:45:00,3.500,0.210,13.729,13.829,-18.245,186.664,112.323,0.517
3 Sep 2019 04:00:00,3.410,0.200,14.067,14.247,-14.860,242.520,109.100,0.068
3 Sep 2019 04:15:00,3.491,0.200,13.700,13.854,-15.194,186.813,106.963,0.545
3 Sep 2019 04:30:00,3.500,0.100,14.088,14.338,-17.715,242.790,108.443,0.049
3 Sep 2019 04:45:00,1.610,0.600,6.244,6.385,-6.390,186.954,62.195,0.547
3 Sep 2019 05:00:00,1.500,0.600,6.710,6.810,-6.795,242.570,64.456,0.083
3 Sep 2019 05:15:00,1.690,0.690,6.354,6.565,-7.097,185.423,65.987,0.544
3 Sep 2019 05:30:00,1.509,0.599,6.470,6.711,-5.470,242.225,57.862,0.086
3 Sep 2019 05:45:00,1.201,0.511,6.165,6.275,-5.916,185.424,58.695,0.554
3 Sep 2019 06:00:00,1.899,0.799,6.538,6.665,-5.860,242.720,61.100,0.054
3 Sep 2019 06:15:00,1.491,0.700,6.173,6.409,-5.253,186.356,58.825,0.545
3 Sep 2019 06:30:00,1.509,0.690,6.418,6.633,-5.360,242.855,60.992,0.081
